Retort_Temperature,Holding_Time,F0,Storage_Temperature,Storage_Day,pH,PV,TPC,O2,CO2,Moisture_Content,L_Value,a_Value,b_Value,Shelf_Life_Remaining
128.2,28.5,36.28,30.3,53.2,4.61,5.09,3.76,19.81,13.91,75.4,69.9,-8.8,1.0,20.8
116.3,24.3,21.9,44.8,110.2,4.44,7.17,8.42,1.14,16.67,36.3,58.8,-7.4,27.9,7.9
123.9,22.6,34.34,31.2,49.5,4.11,0.76,3.69,15.3,1.26,24.1,58.4,3.5,4.7,27.3
122.5,24.3,13.28,16.4,10.2,5.53,5.3,2.28,13.19,12.67,30.1,71.4,3.4,21.8,48.2
110.3,22.9,11.53,42.5,106.3,7.0,9.91,8.07,0.24,19.62,69.5,30.2,5.8,5.2,5.6
120.9,38.0,11.42,22.8,26.1,5.96,5.55,2.16,7.68,0.66,77.0,71.1,-4.7,10.9,70.9
122.2,15.8,10.93,19.2,11.1,6.46,6.78,2.37,8.66,14.32,71.5,69.2,13.3,5.0,54.0
123.3,34.9,35.96,37.7,118.2,4.22,8.49,9.04,1.95,21.6,59.3,35.2,9.8,3.8,6.4
113.8,37.7,26.8,35.7,100.4,6.07,7.58,8.67,1.99,20.32,61.2,72.5,15.8,29.9,8.0
120.3,22.3,16.62,42.8,91.2,5.08,7.54,8.37,0.7,21.8,65.6,48.9,17.6,22.2,4.6
119.3,21.2,14.91,34.4,40.0,5.63,1.76,3.06,13.8,6.58,41.2,67.2,1.2,25.0,30.9
117.1,34.1,25.22,11.7,9.8,4.06,2.45,0.94,7.78,10.38,57.9,66.0,0.5,10.1,98.6
111.7,32.4,35.44,31.9,40.4,6.49,6.71,3.14,11.41,1.66,37.5,40.2,3.2,15.4,26.2
112.6,20.9,12.41,13.6,1.8,6.92,3.25,0.71,13.36,7.13,49.9,55.2,11.5,2.7,111.6
116.1,16.6,11.57,18.9,16.6,6.02,4.16,1.59,10.98,0.71,28.4,64.9,0.2,1.9,74.5
130.0,16.0,17.65,15.4,26.4,4.81,2.65,1.5,13.91,2.59,55.3,53.0,-3.1,27.5,63.7
117.4,19.9,23.21,7.8,2.1,5.07,2.9,0.15,17.24,1.5,51.0,52.0,-9.6,2.2,96.9
110.8,17.2,30.3,5.4,0.4,4.16,3.67,0.53,4.09,10.07,61.1,33.4,-1.0,16.4,116.2
124.2,20.6,19.5,21.2,24.8,5.18,6.93,1.55,4.19,8.28,76.2,65.8,4.8,8.0,55.2
124.6,30.0,11.88,7.9,1.5,5.64,5.31,0.39,4.93,8.65,32.6,74.4,5.1,13.8,105.1
117.1,14.9,36.82,22.8,13.1,6.36,1.44,1.74,14.68,5.93,63.8,52.6,-3.6,28.6,72.4
116.0,38.1,28.03,32.3,47.4,6.29,5.26,3.16,15.23,1.38,22.1,60.4,17.3,22.4,25.9
128.7,21.5,37.84,29.3,55.1,4.88,0.58,3.83,15.16,10.6,37.5,60.8,16.8,27.7,21.5
122.8,22.4,39.52,4.3,9.8,4.49,2.55,0.82,9.76,9.34,57.8,77.1,-1.7,20.3,117.4
119.1,21.5,39.16,38.6,97.9,6.8,5.84,10.92,1.37,21.46,39.9,46.6,17.9,28.2,2.2
127.6,12.4,10.35,13.9,7.8,6.36,5.14,0.43,11.86,12.22,38.9,47.0,-5.4,18.1,95.1
121.3,27.8,16.21,7.6,5.1,5.95,1.0,0.56,13.09,8.92,25.7,40.7,1.2,1.2,86.2
129.6,14.8,19.84,27.2,39.4,5.24,7.09,2.56,4.01,11.74,47.9,53.6,8.0,12.8,33.0
118.8,33.2,27.41,6.8,4.2,4.09,5.45,0.55,9.85,3.47,68.9,50.8,2.9,21.1,106.2
112.9,35.5,14.36,28.3,43.9,6.75,1.27,2.51,6.05,14.0,40.4,33.4,6.1,9.7,28.2
126.4,24.4,25.38,13.8,5.8,4.17,2.22,0.2,12.49,12.28,68.7,37.7,-3.2,22.9,117.9
129.6,33.1,13.02,15.5,11.7,5.72,3.29,2.4,5.42,1.61,36.7,78.9,17.3,21.4,68.9
114.4,16.7,29.14,35.2,94.5,6.41,8.33,10.45,2.06,17.52,76.8,67.6,15.2,2.6,8.1
126.8,13.0,15.93,38.9,101.3,5.03,9.71,8.58,2.7,24.66,33.0,66.7,19.9,17.2,0.6
110.3,14.1,21.98,37.3,91.2,6.32,8.13,11.08,1.46,18.4,53.1,54.7,2.7,29.0,8.6
121.1,38.7,33.18,33.7,41.3,6.31,4.48,3.66,15.5,6.62,74.1,76.7,9.4,22.6,20.0
126.4,29.5,18.65,12.3,5.3,5.43,2.07,0.41,1.65,3.34,69.7,44.9,6.7,1.9,115.7
113.0,37.2,28.03,14.3,2.4,5.89,5.93,0.38,19.51,9.53,44.9,63.1,6.1,29.0,109.6
110.2,19.4,37.69,37.5,98.6,6.21,8.75,9.62,1.9,16.32,70.8,66.1,-9.6,13.7,8.6
114.6,38.0,17.73,9.4,2.2,6.42,5.92,0.79,3.35,5.71,48.7,76.7,12.5,7.8,115.2
122.3,21.9,29.28,37.6,104.7,6.71,7.05,11.0,1.77,23.21,72.2,68.3,2.2,4.1,7.4
120.4,15.6,13.62,10.9,1.9,6.24,3.53,0.9,3.07,1.15,62.1,74.8,19.3,12.2,93.7
111.6,29.3,18.05,19.1,26.1,6.33,0.56,1.57,17.08,5.19,27.4,30.4,-9.9,20.9,64.9
117.5,11.0,20.13,39.4,112.6,6.51,5.8,11.36,1.89,15.65,38.1,35.7,12.4,15.4,0.3
110.2,30.1,16.01,16.8,21.8,4.95,1.49,1.49,5.83,1.68,48.9,55.6,-3.8,20.8,69.6
127.0,35.5,38.92,14.5,4.4,6.14,3.98,0.46,4.21,5.93,52.4,65.5,12.9,11.6,114.2
125.2,22.5,39.42,9.3,9.5,5.26,6.98,0.54,17.48,7.95,43.9,49.6,4.6,17.1,118.7
113.7,11.0,18.99,5.9,4.0,4.24,0.64,0.54,15.46,0.6,48.5,77.8,-6.0,22.1,96.3
112.6,26.3,28.75,18.1,29.4,6.09,7.71,1.78,15.03,14.56,65.1,65.9,15.4,1.7,58.4
111.5,11.0,16.48,18.4,23.6,4.54,1.41,1.18,3.84,11.89,35.0,56.4,8.7,14.2,60.1
126.2,37.3,27.58,11.5,9.4,6.42,7.13,0.69,19.27,3.28,52.9,57.4,-4.6,13.8,86.6
111.6,18.2,20.86,4.5,10.0,6.34,0.9,0.49,12.19,8.43,73.9,41.6,5.8,7.7,100.0
116.5,29.6,27.78,28.2,59.4,4.76,0.75,3.41,12.05,3.05,76.5,30.8,-3.8,3.5,22.7
129.2,10.3,33.78,17.4,10.1,6.98,7.55,1.61,8.38,0.28,62.3,76.9,-6.8,26.3,73.0
128.4,15.1,38.33,26.2,48.8,5.73,4.67,4.02,1.05,12.11,69.0,75.1,-7.0,4.9,23.3
110.4,24.4,32.89,27.2,58.2,4.97,1.25,2.62,7.25,4.26,39.3,59.5,11.9,23.5,21.8
114.5,22.9,28.38,10.1,2.1,4.68,7.32,0.35,10.72,9.19,58.5,75.5,-3.8,8.6,96.0
114.6,34.3,17.88,23.3,25.5,5.53,2.76,1.47,4.02,4.46,52.0,62.0,19.1,13.0,49.3
114.3,23.0,34.71,4.9,5.4,6.32,4.82,0.22,1.07,3.14,57.0,68.0,15.4,1.6,109.7
113.2,15.1,35.38,41.1,117.0,4.32,5.4,10.29,2.19,15.65,26.7,60.2,19.0,11.3,0.9
112.1,31.3,22.06,28.2,57.4,6.99,3.77,3.24,5.02,0.61,22.3,55.3,16.6,15.6,20.0
120.6,29.8,12.64,43.7,96.4,5.18,8.69,9.57,1.08,17.86,63.5,49.9,-1.2,10.0,8.3
117.1,29.3,34.25,8.4,9.4,6.95,4.52,0.96,7.6,12.35,25.8,75.5,-7.4,28.3,103.9
128.0,32.0,15.2,39.8,119.8,4.4,5.67,10.37,0.86,24.88,56.9,38.5,11.0,4.8,6.1
118.7,39.5,38.86,41.3,116.6,6.18,8.63,9.06,1.79,18.16,48.7,78.2,-8.2,18.9,9.4
119.9,14.1,27.71,24.5,16.9,5.92,4.47,2.32,17.09,11.74,39.2,42.2,14.4,18.8,46.3
123.4,13.4,19.5,20.0,15.6,4.07,4.89,1.43,1.05,6.93,76.8,58.4,3.3,24.6,45.5
127.7,14.2,39.43,4.4,5.0,6.6,1.95,0.92,11.43,13.96,23.6,36.0,19.1,29.6,110.3
127.8,10.7,39.88,37.0,95.5,6.33,6.78,9.21,0.25,15.22,44.7,64.7,7.9,2.6,3.2
119.5,31.3,24.31,6.3,5.7,6.31,4.53,0.25,9.36,13.44,58.7,34.9,7.5,23.0,109.6
125.5,19.2,38.65,13.0,3.5,5.77,2.87,0.51,15.02,0.24,60.7,57.2,1.6,21.3,119.2
123.2,28.3,26.76,7.1,1.8,4.59,0.21,0.79,17.62,10.14,65.4,73.8,0.2,11.1,91.5
126.1,11.2,32.38,35.1,119.8,6.5,6.64,8.41,2.89,19.12,79.6,63.0,10.8,9.4,7.7
118.3,17.0,18.95,22.2,11.3,5.16,6.64,1.31,18.87,2.4,65.4,46.4,12.9,20.8,64.4
112.7,39.5,22.23,10.8,4.5,6.34,5.09,0.32,4.99,2.42,50.7,70.1,17.4,19.0,114.9
112.1,17.0,14.83,27.6,49.9,4.75,4.49,3.92,8.23,0.05,41.7,49.6,11.9,22.3,23.0
128.9,22.6,24.06,33.3,35.8,6.44,1.84,2.78,11.83,7.32,32.7,33.5,-7.8,16.5,31.8
113.4,23.2,31.42,14.8,0.0,6.03,4.92,0.98,16.09,5.44,21.5,63.7,8.7,8.4,92.0
124.5,10.8,38.25,14.6,1.5,4.07,1.59,0.35,3.39,2.42,35.1,51.4,2.8,28.8,112.0
127.7,33.5,17.3,29.9,56.2,6.3,3.45,3.08,7.09,8.39,56.8,68.7,-0.3,18.8,20.5
115.5,19.8,11.37,14.0,3.5,4.64,0.9,0.88,4.83,12.4,77.5,45.3,12.2,26.7,118.2
114.1,10.8,14.19,33.6,49.7,5.62,1.33,4.35,11.18,0.18,23.1,62.3,-4.6,26.9,24.5
128.6,32.4,37.96,19.6,11.3,5.32,3.82,2.45,10.34,4.85,31.9,40.1,0.6,6.7,74.5
120.8,21.0,14.23,24.5,20.8,4.39,4.89,1.72,17.73,0.67,58.2,76.5,8.9,20.4,54.3
122.2,38.3,17.3,28.5,47.3,5.79,3.44,3.7,17.62,12.48,41.9,34.8,13.6,23.6,19.5
126.7,23.2,26.88,21.5,11.8,4.03,4.78,2.38,10.83,3.23,29.7,51.2,4.1,13.0,72.2
116.8,19.8,32.55,26.1,52.9,6.74,6.53,4.48,17.68,0.41,66.7,64.4,13.6,24.8,18.8
120.3,23.1,39.84,37.2,94.3,6.4,6.33,10.43,1.05,21.12,57.5,66.9,-4.5,23.6,3.8
127.7,19.5,23.48,28.1,42.9,5.04,0.4,3.68,14.77,10.57,27.8,46.3,-4.9,0.9,20.5
123.5,13.6,16.68,34.3,53.0,4.32,1.29,3.03,5.15,11.13,38.1,57.4,-0.3,17.7,32.5
122.8,27.9,10.05,8.7,3.5,4.38,0.94,0.12,13.55,7.23,27.5,40.5,2.1,4.6,87.6
129.8,33.6,13.43,5.3,5.0,4.88,5.64,1.0,12.97,6.89,23.4,64.6,12.5,29.0,95.9
116.0,35.7,18.86,31.0,32.2,5.05,2.52,3.08,1.12,3.67,52.9,70.1,0.1,11.2,20.8
121.9,22.6,28.11,9.2,1.4,4.8,1.7,0.5,13.82,12.35,52.5,69.1,9.0,2.6,96.6
118.1,10.0,34.95,18.8,18.1,6.41,4.08,1.77,6.62,13.07,29.8,38.4,4.2,21.1,48.1
111.1,10.0,36.88,26.8,46.6,4.22,7.76,2.94,13.48,8.73,64.7,71.1,15.3,21.6,30.9
112.0,13.7,17.08,19.4,22.7,4.27,4.79,1.79,9.9,14.22,47.6,46.2,15.1,18.0,68.3
116.9,18.9,31.72,32.6,44.2,4.33,0.68,4.28,16.85,1.55,53.2,56.3,15.3,25.8,20.8
119.1,32.4,37.86,42.9,114.6,6.24,7.53,9.19,2.46,23.09,20.4,35.5,5.6,5.3,9.7
121.9,29.9,25.29,18.3,21.1,4.81,2.59,1.08,17.05,10.88,69.7,72.5,18.7,27.1,60.0
124.4,31.8,22.34,26.0,42.0,6.09,4.05,3.22,6.69,4.09,45.6,48.6,-6.9,5.3,20.5
115.6,31.6,38.53,21.4,15.4,6.54,0.18,2.12,5.78,5.65,35.6,32.6,7.9,0.6,58.9
114.1,31.4,23.8,34.8,55.2,6.28,3.99,4.29,15.17,6.02,48.3,41.7,-7.1,20.0,20.4
121.9,33.1,39.16,28.0,38.8,5.26,0.33,2.88,17.92,10.21,25.2,36.5,-1.3,15.3,28.0
114.8,16.7,18.14,44.0,119.2,4.25,5.42,11.77,1.91,20.55,38.9,55.9,20.0,7.9,4.8
115.4,17.8,11.32,16.0,11.2,4.08,3.03,1.08,8.51,2.51,56.9,69.8,-9.1,18.3,48.8
119.8,10.9,17.78,44.9,107.8,4.06,8.37,11.45,2.07,16.07,44.7,42.9,4.5,21.9,0.3
116.8,38.0,25.37,25.3,42.4,5.22,6.88,4.26,13.44,7.71,75.2,31.3,1.1,26.5,25.9
127.8,25.0,18.39,35.5,100.7,6.2,7.25,11.38,0.96,15.2,53.5,53.0,1.1,19.5,6.6
111.4,35.3,31.72,9.8,2.1,5.45,2.14,0.47,8.04,9.93,31.4,67.6,-8.8,16.0,116.8
127.5,12.6,33.11,18.8,16.2,6.16,5.01,2.26,14.69,11.06,72.2,61.7,0.9,19.7,62.6
117.7,25.2,17.26,40.0,105.1,6.48,8.91,9.26,2.19,15.96,44.3,67.6,16.8,17.7,5.2
115.6,22.9,25.6,17.7,20.9,6.65,3.18,2.17,7.36,5.75,33.8,52.8,15.0,8.5,52.2
127.7,23.4,16.79,32.9,38.8,6.79,4.4,2.74,5.57,3.03,31.8,54.6,13.2,20.0,18.3
126.3,26.2,35.49,32.3,56.7,5.48,7.19,3.87,5.81,2.64,75.1,46.3,-1.2,18.8,28.7
125.6,34.8,24.81,13.0,1.2,5.24,4.83,0.16,11.94,3.4,54.7,74.0,7.1,27.8,114.0
128.0,14.3,34.85,7.1,6.0,6.92,1.55,0.86,6.81,4.06,76.9,39.4,-4.5,4.0,96.8
125.2,20.5,26.43,26.7,43.4,6.51,6.4,3.04,13.95,7.31,31.7,31.7,-1.1,3.3,31.9
117.6,22.6,28.31,44.3,99.2,6.29,7.72,8.64,2.68,20.87,78.4,54.9,18.8,4.9,6.4
117.4,36.8,27.66,4.9,2.5,5.74,4.97,0.67,15.95,5.06,51.4,48.7,11.0,18.3,107.6
112.0,33.9,31.66,6.1,2.1,5.69,0.25,0.99,7.44,10.64,69.6,50.9,2.7,21.0,97.9
125.1,38.9,20.38,10.5,2.0,4.23,3.01,0.73,4.59,12.37,58.9,67.1,10.0,11.2,86.3
112.8,38.0,20.51,43.4,107.3,6.97,6.8,8.59,2.93,15.92,55.4,77.4,14.1,29.3,3.7
126.8,28.0,37.3,14.0,8.1,4.87,5.33,0.44,8.05,13.5,35.7,41.9,3.7,22.8,108.9
122.2,23.5,15.25,36.6,100.9,6.1,8.9,10.43,2.13,17.87,55.0,31.0,-0.9,15.8,1.0
121.2,14.1,20.3,6.1,8.6,4.42,2.06,0.86,17.66,9.87,47.3,45.1,9.5,23.2,116.2
114.3,33.3,10.65,43.1,105.5,5.72,6.09,9.43,2.93,17.56,54.7,31.0,-6.4,6.8,4.5
120.7,30.0,34.83,8.1,1.9,5.43,4.31,0.88,5.26,8.58,49.0,47.1,8.3,15.6,95.3
119.3,13.5,17.06,42.8,91.1,6.42,9.53,10.64,1.2,17.96,40.7,40.0,-5.2,27.1,1.5
129.1,24.4,33.05,34.0,57.9,4.87,7.03,2.91,3.2,5.43,69.2,35.5,19.2,19.5,21.7
125.3,14.8,23.04,12.1,7.9,6.14,0.51,0.71,0.67,12.46,55.6,77.1,-6.7,26.3,109.8
128.9,10.3,18.37,18.1,21.0,4.2,4.63,1.32,7.4,4.78,49.6,41.7,17.2,30.0,53.8
121.1,20.4,14.31,33.4,38.2,5.79,2.46,4.41,12.19,13.67,42.7,45.7,-7.4,14.7,28.3
114.5,36.3,19.16,20.1,23.2,4.66,4.91,1.73,14.33,5.29,49.8,31.0,-2.3,0.7,68.1
126.0,14.9,13.28,11.8,6.6,4.99,1.23,0.25,15.01,4.02,23.7,73.3,6.8,5.5,104.5
119.8,22.8,39.28,18.7,27.1,4.88,7.02,1.99,16.93,5.95,65.0,65.2,-9.7,10.0,45.5
112.5,28.3,22.0,19.5,21.3,6.45,4.87,2.19,5.07,8.24,73.1,57.7,9.4,2.4,46.5
129.4,20.8,34.95,28.1,45.0,4.83,1.53,3.82,17.55,4.03,26.0,73.6,-4.9,20.2,18.8
113.1,28.5,10.67,43.0,115.8,4.58,6.61,8.31,1.16,16.91,21.2,74.0,-0.3,2.0,9.6
116.0,28.4,17.03,16.2,11.1,4.19,6.17,1.64,2.28,7.57,33.6,41.8,-2.6,28.1,74.4
127.9,40.0,17.12,36.6,103.6,4.01,8.71,11.12,1.72,24.09,64.6,32.0,14.5,21.7,1.4
115.4,11.0,17.11,27.1,46.5,6.31,3.72,3.09,10.67,5.14,69.7,74.6,-0.2,10.9,24.9
119.1,30.3,36.37,19.6,15.3,5.39,6.47,1.23,2.76,10.26,20.9,78.8,-0.3,9.5,50.1
120.3,13.6,36.93,21.0,18.6,5.56,0.73,1.35,13.02,11.04,34.5,36.6,18.1,27.5,70.5
116.1,31.8,10.38,40.1,110.5,4.64,8.76,10.62,0.76,24.74,41.6,66.6,9.3,13.2,2.2
111.8,29.9,36.7,5.7,6.7,6.04,2.22,0.36,4.22,10.97,76.4,65.3,15.7,21.5,95.0
128.3,36.7,30.62,20.1,11.6,4.51,1.65,1.29,8.32,11.04,23.5,42.6,15.1,4.1,69.0
116.6,20.0,25.93,31.2,31.9,5.55,3.23,4.31,3.26,3.42,24.3,53.6,1.3,9.8,21.7
126.1,19.5,14.58,19.6,28.8,4.7,4.74,1.78,5.7,9.57,25.7,46.1,-7.4,8.4,69.7
115.9,14.3,36.06,43.5,94.9,4.95,8.17,8.43,2.91,18.67,78.8,43.5,14.0,6.4,9.9
112.8,22.3,23.56,20.4,14.5,6.06,5.22,1.04,16.71,11.22,35.7,64.7,11.3,18.3,45.5
126.8,20.7,39.19,17.5,22.1,4.4,5.38,1.44,19.2,8.9,47.1,37.2,7.7,23.3,51.3
118.1,15.0,38.68,10.1,5.4,6.83,7.07,0.15,11.61,9.89,65.3,78.1,-4.4,7.2,98.5
127.2,23.4,37.84,44.9,106.6,5.19,8.45,9.72,1.06,20.74,38.9,55.9,15.8,5.3,1.0
115.1,22.4,18.69,20.5,17.1,4.86,7.45,1.93,12.32,11.15,58.1,63.9,18.6,9.8,45.2
115.7,13.1,24.71,30.2,47.8,6.64,2.65,4.06,8.87,14.69,34.0,51.8,5.1,21.5,23.0
120.4,36.1,34.26,28.0,41.5,6.8,5.27,3.17,10.23,5.88,74.7,68.2,5.6,27.1,34.2
118.5,31.8,12.7,29.8,31.2,4.58,5.41,3.86,3.73,11.24,34.6,41.9,17.3,30.0,34.0
127.7,28.0,25.59,27.2,33.9,4.65,6.21,3.31,10.28,14.08,70.9,32.1,8.9,4.2,23.5
123.3,15.4,34.44,40.6,95.9,5.64,7.88,10.85,1.51,19.61,66.4,49.8,-0.5,26.1,3.1
120.7,29.1,22.91,10.9,5.3,4.01,0.2,0.17,0.62,5.13,59.7,31.2,14.0,16.5,115.3
120.4,30.8,19.78,31.4,38.0,4.85,5.31,2.63,17.76,13.55,24.6,59.4,18.0,7.0,30.9
113.6,22.9,30.57,24.5,24.9,6.41,6.65,1.97,10.77,3.29,33.5,34.1,14.6,6.3,65.0
119.8,29.5,29.27,40.0,102.1,5.54,8.68,10.62,1.22,20.81,31.5,75.0,6.7,11.9,9.5
119.2,37.1,18.29,11.3,7.6,6.11,3.12,0.59,8.93,0.76,53.2,76.9,11.0,26.7,105.5
115.0,37.4,19.08,28.7,46.3,6.57,5.37,4.44,4.34,13.78,39.1,49.6,-2.4,4.8,18.1
123.6,11.7,26.44,15.6,21.3,5.25,5.6,2.08,10.4,9.07,35.8,72.4,18.5,15.3,45.4
115.9,32.2,29.43,4.7,9.5,6.76,5.4,0.13,18.94,3.39,72.0,55.2,19.3,13.2,93.7
121.7,13.2,13.82,31.9,38.2,4.28,3.32,3.96,2.54,1.14,69.2,68.1,-1.3,29.0,27.6
126.5,27.2,15.19,38.6,104.2,5.08,7.01,10.47,0.03,22.98,33.4,72.4,3.5,23.3,9.4
120.8,18.0,17.71,34.6,40.7,6.55,3.11,3.48,4.75,6.77,75.1,47.0,1.9,8.9,18.6
112.2,25.8,35.41,9.9,2.5,4.21,3.2,0.33,7.02,10.2,54.0,53.0,-9.5,7.7,105.0
117.9,25.4,21.14,39.3,102.8,5.79,6.75,8.64,1.3,15.93,52.3,68.9,8.0,19.2,9.2
120.1,34.9,23.01,10.0,8.6,4.93,2.19,0.52,8.22,10.47,28.0,39.8,15.9,24.6,88.3
125.5,22.9,12.89,29.7,39.8,4.01,2.25,3.64,13.91,13.77,43.6,30.9,2.7,28.6,31.7
117.2,25.5,26.76,26.8,50.4,5.96,6.18,3.47,19.31,10.71,49.5,74.0,2.5,12.7,24.2
120.4,37.0,22.92,12.9,8.3,4.73,4.72,0.53,7.71,10.16,23.7,72.9,-0.3,26.0,102.4
127.5,12.2,22.18,20.8,30.0,5.5,1.1,1.34,10.87,6.91,21.4,54.0,18.1,17.0,56.3
124.7,20.0,37.36,38.9,97.3,5.77,9.17,10.33,2.18,16.81,24.3,56.0,0.7,19.2,2.5
129.3,32.0,34.61,26.7,46.8,5.3,2.96,2.63,11.58,2.71,78.7,33.1,5.8,27.0,20.7
110.9,37.8,19.28,33.7,41.9,4.12,2.84,2.68,3.56,9.37,58.5,64.0,0.1,27.0,22.7
127.0,22.3,13.75,43.6,116.7,6.59,8.96,10.67,2.34,24.83,46.0,57.7,16.7,2.7,1.9
121.2,36.8,20.91,22.9,15.4,4.9,3.48,1.2,9.29,2.57,61.8,61.5,11.2,18.7,52.0
111.1,31.5,29.27,22.4,28.0,4.01,6.88,1.35,18.65,14.0,70.7,48.7,3.0,0.1,57.2
121.2,31.2,20.11,40.5,99.0,5.69,6.68,8.7,1.61,23.18,34.7,66.4,5.7,2.5,0.8
120.2,26.0,13.92,7.1,6.0,4.72,2.01,0.62,11.42,5.62,55.9,75.8,7.3,9.9,119.1
120.7,16.4,31.27,31.0,52.9,4.28,4.93,3.71,10.88,10.44,26.6,49.1,9.6,10.9,33.4
126.3,30.9,13.74,5.0,5.0,6.75,0.93,0.75,5.57,0.76,77.5,67.1,-0.0,23.0,116.2
123.5,10.4,22.24,42.7,106.7,5.6,8.66,11.05,0.43,20.17,33.4,70.0,10.9,12.3,3.2
124.9,22.9,17.98,39.6,117.2,5.4,5.75,11.16,0.24,24.38,61.9,73.0,16.1,22.5,7.9
125.6,29.7,28.7,5.4,2.5,4.13,1.52,0.71,15.25,0.43,74.1,42.8,-8.1,2.0,107.8
120.9,40.0,11.53,5.2,4.5,6.31,7.56,0.54,18.83,3.32,26.5,62.3,3.5,15.3,89.1
125.6,11.6,29.37,13.3,0.1,5.38,6.32,0.14,2.02,8.1,48.6,73.7,11.6,11.8,86.8
110.1,38.8,22.14,31.5,57.9,6.58,6.23,2.99,7.43,1.5,21.4,48.6,9.4,27.1,34.1
127.0,22.6,26.8,33.6,50.2,4.19,6.33,3.73,9.59,3.16,51.6,41.1,-4.7,28.2,25.2
116.8,35.9,39.31,34.2,40.6,4.64,5.95,4.14,8.55,2.01,53.1,56.9,17.8,18.2,33.4
123.8,38.1,34.08,18.5,26.2,6.41,0.4,2.09,17.51,10.47,33.9,52.4,2.3,21.5,74.0
111.0,24.2,17.98,38.8,114.9,6.37,5.89,11.83,2.43,17.49,38.5,78.6,0.6,11.8,9.7
128.3,38.1,21.93,20.9,24.3,4.6,6.75,1.48,8.59,12.4,69.4,66.2,4.3,10.4,47.7
126.3,28.6,21.82,32.1,32.3,6.66,4.94,2.61,17.59,9.01,74.7,37.2,14.2,0.2,27.9
125.9,12.0,22.93,14.4,1.0,6.12,4.4,0.16,16.95,3.31,41.3,73.1,-4.5,0.3,96.8
129.4,12.8,25.73,26.1,34.4,6.68,4.16,2.85,7.49,5.98,42.6,32.3,3.0,24.8,18.6
122.2,20.4,25.8,34.0,58.7,5.6,4.7,3.89,4.07,0.42,46.3,58.7,9.0,22.3,18.8
116.3,25.0,21.84,17.3,20.2,4.99,1.33,1.47,16.67,2.98,76.3,75.1,-8.4,25.3,73.9
112.6,39.9,35.28,9.5,2.7,5.19,1.61,0.17,1.11,2.15,67.8,59.8,17.3,16.5,91.9
110.9,19.8,17.72,20.4,28.3,5.99,2.69,1.48,10.42,9.13,41.9,55.1,-3.4,26.3,57.9
125.0,39.6,18.15,36.7,119.8,6.08,5.1,10.17,0.2,24.88,77.6,74.0,-9.9,14.4,3.1
116.4,32.5,27.05,17.8,11.7,5.27,7.67,1.4,19.01,5.67,53.3,76.8,5.7,1.6,72.3
128.3,21.4,25.34,38.7,100.3,6.98,6.52,8.85,1.3,16.1,37.4,41.5,14.1,23.9,7.8
113.9,12.9,24.9,4.7,1.9,6.36,1.7,0.89,18.71,1.22,32.5,37.1,-5.0,20.5,86.6
127.3,39.9,16.3,23.2,21.1,4.55,6.42,1.24,7.34,13.69,28.8,36.0,6.7,1.7,62.6
120.4,26.3,12.82,7.5,1.2,6.89,5.41,0.6,15.56,13.43,60.6,60.0,9.3,11.6,98.1
125.5,27.8,35.18,13.6,8.2,6.9,6.39,0.43,9.42,8.46,64.5,61.3,-9.8,2.3,98.6
117.5,35.9,29.32,25.2,44.2,4.45,4.08,3.71,1.31,10.48,56.5,43.8,0.1,15.0,31.4
117.5,34.7,39.06,28.5,30.7,6.36,2.45,4.13,11.47,1.15,50.1,42.9,19.3,1.4,32.2
120.8,31.2,22.68,40.2,95.3,4.35,8.92,11.19,2.81,23.7,77.4,72.0,11.8,4.4,9.7
129.4,30.0,14.61,18.5,28.5,6.49,5.82,1.34,11.53,12.23,58.8,57.3,-4.2,13.4,64.3
110.9,23.2,22.49,41.7,110.6,6.05,5.4,9.33,0.67,17.31,52.1,49.7,9.6,16.8,5.2
118.2,26.8,28.51,10.8,9.3,4.04,0.71,0.67,15.13,5.21,60.9,64.0,18.8,11.7,91.9
129.5,21.7,38.91,16.6,21.7,6.14,5.62,1.42,13.75,0.28,75.7,78.8,11.2,27.0,72.5
116.4,37.1,12.64,40.3,102.9,5.28,6.91,10.45,1.85,18.28,25.4,76.5,-4.9,24.8,4.6
121.6,17.9,24.21,29.7,48.8,4.23,6.82,3.99,2.55,5.73,74.9,67.9,3.3,23.7,29.5
122.2,11.8,11.17,40.1,101.1,6.09,7.1,10.11,2.31,17.16,76.9,34.8,3.7,1.2,2.2
127.4,31.2,32.69,11.4,8.9,5.87,1.36,0.19,9.69,11.75,29.1,66.3,5.9,29.2,102.9
117.4,15.1,38.51,15.4,26.8,6.48,7.43,2.22,14.82,6.73,67.5,56.1,17.0,5.1,53.8
123.8,17.9,18.26,11.7,1.6,5.16,4.89,0.82,5.73,6.29,42.7,64.1,1.8,23.8,99.9
112.7,17.6,26.3,43.3,91.3,6.79,9.07,8.61,1.49,21.69,54.5,50.5,-5.2,5.1,8.0
121.4,32.6,20.6,15.3,21.1,4.63,1.23,1.08,2.52,1.17,43.5,50.5,18.0,8.2,64.6
122.5,34.8,30.51,28.1,38.9,4.78,2.7,2.94,3.21,6.29,56.8,52.9,11.6,30.0,33.7
117.4,21.5,26.73,19.6,26.5,5.54,0.19,1.46,6.21,3.4,65.4,75.6,9.5,1.3,68.2
